LotArea,SalePrice,Rooms,HasGarage,NoiseFeature,Neighborhood,Condition,Description,SaleDate,ImagePath
28043,141509.1864338485,3,1,-0.028491527659839595,A,Excellent,big kitchen luxury central spacious cozy luxury cozy bright near school beautiful view central,2011-01-09,house_images/img_1333.png
18403,241635.5668584164,6,0,-1.1162986350878348,B,Good,modern garage garage big kitchen renovated garden garage beautiful view modern big kitchen bright,2008-02-25,house_images/img_1334.png
5253,192918.9916293839,3,1,-1.023552287406368,C,Fair,near school central beautiful view garage garage central spacious beautiful view,2002-04-22,house_images/img_1335.png
1112,216491.48569549623,8,1,0.5798668390115451,C,Excellent,renovated garage big kitchen luxury beautiful view beautiful view beautiful view renovated garage sunny garden central,2012-03-04,house_images/img_1336.png
5700,264102.43817749113,9,1,1.0476840611083973,A,Fair,garage modern big kitchen garden central garage modern garage bright garden,2010-05-21,house_images/img_1337.png
374,137908.51484692606,4,0,-0.4768188244301426,C,Poor,garage big kitchen modern beautiful view modern garage garage spacious central bright,2005-09-01,house_images/img_1338.png
155,119836.2651241711,9,0,1.6350151208308032,D,Fair,garage garden modern luxury luxury bright luxury luxury,2004-07-17,house_images/img_1339.png
1489,94601.13347382552,7,1,0.9656053487861097,B,Excellent,sunny modern bright luxury central beautiful view,2001-08-20,house_images/img_1340.png
3105,107720.45114145946,3,1,1.5917258522555509,A,Fair,central luxury garden big kitchen luxury garage near school quiet garden modern,2014-02-18,house_images/img_1341.png
10135,711084.9723280082,7,1,-0.3009380690949183,D,Poor,beautiful view central sunny central big kitchen central central renovated,2006-11-18,house_images/img_1342.png
6494,303258.1768104433,1,0,1.5206862456326455,A,Poor,garage renovated renovated sunny garage near school renovated,2011-04-28,house_images/img_1343.png
6787,82823.14389001078,3,1,2.1795426399757756,D,Fair,modern bright sunny luxury big kitchen bright modern garage renovated,2017-08-25,house_images/img_1344.png
2771,84016.7129418452,6,1,-0.4125175333560192,B,Fair,garage sunny near school bright garage near school sunny modern spacious bright near school,2011-09-10,house_images/img_1345.png
2122,207095.0262375171,4,1,-0.1541690383680861,B,Poor,modern near school luxury garden sunny modern garage cozy modern quiet renovated quiet,2013-12-12,house_images/img_1346.png
2318,213978.8374490447,7,1,-0.9477185024063991,D,Poor,beautiful view beautiful view garden garage sunny garden central cozy,2009-11-12,house_images/img_1347.png
21970,214152.1275084057,3,1,-1.1442150961608277,D,Good,near school cozy garage beautiful view cozy bright garage garage near school,2015-04-12,house_images/img_1348.png
204,143275.13808897184,1,0,-1.1325513412662949,D,Good,big kitchen big kitchen big kitchen central cozy modern cozy luxury,2018-07-09,house_images/img_1349.png
10088,152859.25422870723,9,1,-0.8114661317872924,D,Poor,big kitchen big kitchen cozy spacious garage central central cozy sunny garage modern sunny,2003-05-01,house_images/img_1350.png
4321,191748.47422259167,6,0,0.27473797898557123,D,Fair,spacious garage renovated spacious modern central sunny big kitchen garden cozy garage big kitchen,2006-04-10,house_images/img_1351.png
2886,169896.80514321927,8,1,-0.7691995394213514,D,Excellent,beautiful view near school modern cozy cozy spacious central cozy garage,2013-07-02,house_images/img_1352.png
6459,53656.06631062929,3,1,0.24416255458686814,B,Fair,near school central near school modern near school garage bright,2017-08-02,house_images/img_1353.png
3334,145088.6457656658,8,1,0.26484515119495233,D,Fair,luxury spacious near school sunny garden bright luxury beautiful view garden,2010-06-08,house_images/img_1354.png
10334,106329.36608632327,2,0,-0.4701243938743788,C,Good,garage cozy quiet bright modern modern renovated cozy bright bright garden,2014-02-11,house_images/img_1355.png
11548,177656.23704658734,4,0,-0.06263710456930516,B,Good,garage garden big kitchen quiet luxury renovated spacious garage,2018-05-06,house_images/img_1356.png
2738,724059.971355786,3,0,-0.5279123926863128,A,Good,central bright luxury bright sunny sunny central spacious,2013-09-02,house_images/img_1357.png
1620,195583.13925452175,1,1,-0.31073977327645225,B,Poor,big kitchen spacious spacious sunny near school near school,2015-06-30,house_images/img_1358.png
4486,139139.89667970687,7,1,-0.8088629744642147,A,Poor,modern near school modern beautiful view cozy modern luxury,2014-01-29,house_images/img_1359.png
12172,258047.96332564027,2,0,0.08410468978281645,A,Fair,near school quiet cozy central garage big kitchen cozy,2018-10-15,house_images/img_1360.png
1182,207180.14170961743,4,0,-0.6005458654598331,C,Fair,luxury big kitchen luxury beautiful view spacious spacious,2002-07-20,house_images/img_1361.png
4877,200796.50177845525,9,1,-1.1660658759377955,D,Excellent,bright central beautiful view near school big kitchen sunny renovated cozy garage modern big kitchen spacious,2005-11-08,house_images/img_1362.png
4992,220449.8028784934,6,0,0.5934288888485373,D,Fair,big kitchen spacious modern central cozy central beautiful view sunny big kitchen luxury luxury,2017-11-20,house_images/img_1363.png
6604,455099.69435951096,8,1,0.6272912012854633,B,Fair,renovated spacious big kitchen renovated near school big kitchen garage,2010-12-16,house_images/img_1364.png
705,92462.25464561906,2,1,1.1116985356441071,D,Good,renovated garden garden bright sunny spacious quiet garden beautiful view,2018-04-29,house_images/img_1365.png
6290,206244.1702629565,7,1,-1.0243973746041786,C,Good,garden beautiful view central cozy garage beautiful view near school cozy central near school garden,2008-02-26,house_images/img_1366.png
11986,102417.14764197048,6,1,-0.4809273067109868,B,Good,central central sunny big kitchen beautiful view quiet garage spacious garage,2014-08-22,house_images/img_1367.png
990,214863.09206189265,9,1,0.23049540508972294,B,Good,modern cozy renovated spacious near school sunny modern quiet near school,2014-07-27,house_images/img_1368.png
1356,102811.93703269011,7,1,-0.5020398768122603,B,Good,luxury big kitchen central big kitchen sunny luxury garage renovated quiet cozy big kitchen near school,2014-12-22,house_images/img_1369.png
17770,132100.27776525012,1,1,0.5709119838078217,D,Excellent,central near school spacious central beautiful view luxury,2010-08-28,house_images/img_1370.png
998,140428.68276137798,8,1,0.49793288748393594,D,Excellent,bright bright beautiful view cozy garage near school renovated bright beautiful view sunny,2014-02-13,house_images/img_1371.png
9633,265112.1862365602,3,1,0.4792953561910662,D,Excellent,big kitchen luxury bright modern garden big kitchen spacious cozy sunny beautiful view sunny,2018-10-29,house_images/img_1372.png
3389,257616.47372701662,2,0,1.4596672333042642,B,Good,garden luxury renovated cozy big kitchen,2012-07-31,house_images/img_1373.png
1419,87303.10531178517,3,1,0.6440770744584495,B,Poor,garage garden beautiful view near school garage garage big kitchen spacious near school bright luxury central,2015-12-06,house_images/img_1374.png
10230,167287.14658801362,6,1,0.1538911114814263,A,Good,quiet big kitchen spacious big kitchen renovated spacious garden beautiful view near school garden,2007-12-28,house_images/img_1375.png
2946,114143.31336504317,3,1,-0.1935354865965368,A,Good,garage bright beautiful view garage spacious bright sunny garage spacious renovated cozy luxury,2007-01-08,house_images/img_1376.png
3616,86746.69027765602,5,0,-0.1238641081768162,D,Excellent,luxury luxury garden luxury near school sunny renovated cozy,2017-01-02,house_images/img_1377.png
2225,146018.91904389436,6,1,-1.0642101538400734,B,Good,cozy cozy cozy big kitchen central central luxury garden cozy big kitchen,2004-10-29,house_images/img_1378.png
4494,139491.4524731056,8,1,-1.7657101869500214,D,Excellent,cozy bright modern beautiful view beautiful view big kitchen garage sunny,2005-12-10,house_images/img_1379.png
892,547631.6909540999,7,1,0.4637561277310638,D,Good,spacious garden cozy near school modern spacious renovated renovated big kitchen,2015-11-22,house_images/img_1380.png
2480,202092.32222307642,8,0,1.2236329375630657,A,Fair,central cozy garage garden big kitchen spacious big kitchen garage garden garden,2000-12-01,house_images/img_1381.png
17435,81731.21280967996,3,1,-0.3301149233027367,C,Poor,modern renovated big kitchen quiet cozy beautiful view central bright sunny,2003-03-22,house_images/img_1382.png
1492,122714.15637392005,4,1,1.5870941590325973,D,Poor,luxury quiet cozy spacious bright beautiful view,2008-04-09,house_images/img_1383.png
5346,271221.64605890977,6,1,-0.1765124330814703,C,Excellent,near school spacious central renovated spacious bright garage big kitchen central sunny modern,2002-02-17,house_images/img_1384.png
1966,462416.5496359245,7,1,-1.953771981113009,C,Fair,bright bright garden bright near school central beautiful view near school,2003-03-31,house_images/img_1385.png
7424,73644.76529062013,9,0,0.9182492537296029,B,Poor,central garden spacious spacious sunny cozy bright garden central cozy near school cozy,2008-12-29,house_images/img_1386.png
701,63578.95557773658,1,0,-0.4792882372381452,B,Excellent,spacious renovated sunny sunny bright sunny cozy bright,2016-07-04,house_images/img_1387.png
17503,414771.31025032164,8,0,1.0087786775200138,D,Good,near school central modern luxury garage cozy,2009-06-09,house_images/img_1388.png
3023,197759.53238397866,8,0,-1.27752748393164,A,Good,big kitchen near school quiet quiet garage central sunny,2010-12-05,house_images/img_1389.png
1346,105435.39072002853,6,1,0.41204416214765,A,Fair,bright renovated bright bright bright central garden garage cozy,2015-03-25,house_images/img_1390.png
381,212631.21158204976,4,1,-0.8004610835443124,D,Poor,modern big kitchen spacious quiet cozy central renovated renovated beautiful view,2006-10-06,house_images/img_1391.png
930,43570.08763591792,3,0,0.20140486656235562,D,Good,spacious cozy renovated bright beautiful view renovated sunny,2015-06-28,house_images/img_1392.png
3667,163029.7132899687,3,1,0.7666066945753561,A,Excellent,central spacious garden modern luxury quiet garage near school near school quiet,2002-07-27,house_images/img_1393.png
2054,191742.87991626872,6,0,0.5344010012938855,C,Good,renovated luxury sunny near school renovated renovated,2013-05-31,house_images/img_1394.png
8827,258366.67342745612,8,1,0.06936783303009267,D,Good,sunny luxury beautiful view luxury modern bright bright big kitchen central renovated sunny,2010-12-20,house_images/img_1395.png
2818,98032.27340067869,7,1,-1.378459106212223,C,Poor,garage spacious central garage renovated central luxury spacious near school garage near school,2005-04-19,house_images/img_1396.png
1429,169879.31984846896,1,0,0.7303441805517656,D,Poor,beautiful view garden quiet spacious cozy quiet modern renovated quiet sunny cozy,2001-09-25,house_images/img_1397.png
4800,102466.14055821313,6,0,1.0314304379955999,D,Excellent,garage renovated luxury sunny near school central garage big kitchen central luxury quiet,2003-06-07,house_images/img_1398.png
6134,184922.4594033502,7,0,-1.0429970241565425,C,Fair,beautiful view quiet spacious bright cozy luxury cozy renovated beautiful view modern,2002-12-18,house_images/img_1399.png
913,104018.7904095708,7,1,-0.8960292143059998,C,Fair,quiet spacious sunny bright renovated central spacious big kitchen spacious garden,2005-11-13,house_images/img_1400.png
917,132713.71659407782,9,0,1.0735573580329114,A,Good,beautiful view spacious cozy big kitchen near school big kitchen,2003-07-09,house_images/img_1401.png
186,98922.53050187249,5,1,-0.20844156256926627,D,Excellent,beautiful view garden bright quiet modern central near school renovated near school garage near school,2000-12-19,house_images/img_1402.png
6666,225385.6290271823,1,1,-0.8701133374055816,B,Fair,cozy spacious sunny near school cozy luxury spacious central luxury,2014-05-22,house_images/img_1403.png
5450,250002.34038194222,2,0,0.27255441351927295,B,Fair,beautiful view near school garage garage garage near school spacious garage,2005-02-28,house_images/img_1404.png
3218,144739.3351529809,4,0,-0.6385243879544185,D,Good,cozy near school sunny central central near school,2004-12-23,house_images/img_1405.png
9294,165896.43672218264,5,1,0.1610421314059812,D,Excellent,sunny cozy garage renovated renovated beautiful view beautiful view sunny,2013-11-10,house_images/img_1406.png
8190,78881.68043062075,9,0,-0.41320667084634805,D,Fair,cozy modern big kitchen beautiful view central,2006-11-25,house_images/img_1407.png
4401,140106.9972831118,1,1,-0.3275108200805445,C,Poor,garage luxury cozy spacious bright modern near school garden near school sunny central,2017-12-30,house_images/img_1408.png
10135,158720.1220494459,3,1,1.1103973838574517,B,Poor,garage luxury central big kitchen garage garden central beautiful view beautiful view big kitchen,2010-12-22,house_images/img_1409.png
1152,603436.7722005143,5,1,-2.468524680125007,B,Good,garage near school luxury garden sunny garage cozy cozy,2008-04-10,house_images/img_1410.png
593,93341.16373388897,3,0,0.5547507544352444,B,Good,near school spacious garden modern garage,2007-01-28,house_images/img_1411.png
1571,338435.43662012444,4,1,0.9454507782664937,D,Good,luxury beautiful view cozy central beautiful view,2014-06-01,house_images/img_1412.png
293,267916.16321610264,3,0,-0.6219941411776553,C,Good,sunny bright big kitchen beautiful view garage big kitchen bright,2004-03-27,house_images/img_1413.png
3787,187272.15314742632,4,1,0.9377653543631507,D,Fair,central luxury luxury central bright big kitchen renovated luxury cozy modern garden garden,2017-01-21,house_images/img_1414.png
